Município;Sigla da Unidade da Federação;Área da unidade territorial;Estabelecimentos de Saúde SUS;Índice de Desenvolvimento Humano Municipal - 2010 (IDHM 2010);Matrícula - Ensino fundamental - 2012;Matrícula - Ensino médio - 2012;Pessoal ocupado total;PIB per capita a preços correntes;População residente - Homens;População residente - Mulheres;População residente que frequentava creche ou escola;População residente, religião católica apostólica romana;População residente, religião espírita;População residente, religião evangélicas;Valor do rendimento nominal mediano mensal per capita dos domicílios particulares permanentes - Rural;Valor do rendimento nominal mediano mensal per capita dos domicílios particulares permanentes - Urbana;Valor do rendimento nominal médio mensal dos domicílios particulares permanentes com rendimento domiciliar, por situação do domicílio - Rural;Valor do rendimento nominal médio mensal dos domicílios particulares permanentes com rendimento domiciliar, por situação do domicílio - Urbana;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência que exerciam o trabalho principal no município de residência;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência que exerciam o trabalho principal em mais de um município ou país;Pessoas de 10 anos ou mais de idade, Sem instrução e fundamental incompleto - Total;Pessoas de 10 anos ou mais de idade, Fundamental completo e médio incompleto - Total;Pessoas de 10 anos ou mais de idade, Médio completo e superior incompleto - Total;Pessoas de 10 anos ou mais de idade, Superior completo - Total;Taxa de analfabetismo da população de 15 anos ou mais de idade - 2000 - total;Taxa de analfabetismo da população de 15 anos ou mais de idade - 2010 - total;Unidades domésticas por tipo - nuclear - homem com filho(s);Unidades domésticas por tipo - nuclear - mulher com filho(s)
315645;MG;111,156;4;0,662;699;230;550;6249,42;2183;2064;1133;3474;5;672;283;445;956,4;1743,08;1615;12;2506;525;521;105;19;13,7;2,4;10,2
315650;MG;1110,295;4;0,582;1398;392;593;4935,04;3999;3773;2514;7239;.;343;201,71;296,67;826,26;1084,11;2348;7;4965;725;590;154;29;24,4;3,1;12,4
315660;MG;965,174;7;0,609;1519;395;650;5818,18;5062;4857;2764;7877;23;1383;235;276;928,81;1062,31;3655;39;6273;938;977;176;32,3;26,7;2,8;14,9
315670;MG;302,173;23;0,731;17657;5002;19208;11708,76;60828;65441;39305;70156;2705;39820;426;500;1603,35;2157,24;24779;205;52538;19899;29039;5489;8;5;2,6;18,7
315680;MG;919,811;9;0,638;2551;677;1331;5826,98;7775;7929;4842;12958;5;2019;255;352,5;1050,91;1639,06;6880;25;9117;1839;1710;446;25,1;17,7;2,7;18,7
315690;MG;3073,268;16;0,732;3123;940;6532;24728,77;12129;11767;5831;17875;2822;2135;510;553;1688,08;2396,63;13053;115;11603;3788;3591;1403;10;6,4;2,5;13,7
315700;MG;1887,646;18;0,679;5873;2302;6154;7134,26;19274;19904;11485;32845;102;4404;255;346,67;847,21;2427,47;16766;257;21896;5171;5006;1438;23,9;17,3;2,1;14,2
315710;MG;937,924;5;0,608;1070;263;402;8294,74;3506;3353;2149;5264;34;1048;215;255;773,35;1169,65;2077;8;4130;512;688;170;35,4;26;2,6;13,9
315720;MG;684,06;12;0,707;4200;1262;6554;10452,89;13670;14206;8189;22193;65;4319;340;465;1075,98;1986,33;10169;48;12131;4368;5753;1348;9,4;5,8;2,5;17
315725;MG;107,402;8;0,613;1204;257;545;5876,12;3922;3760;1926;5536;.;1547;255;370;1025,22;1282,03;3236;43;4794;858;688;185;17,6;13,5;2,1;9,8
315727;MG;417,83;6;0,606;484;135;403;8809,48;1455;1333;772;2432;.;297;255;300;1197,41;1142,2;824;.;1823;343;164;80;19,9;15,1;3,3;11,1
315730;MG;194,562;2;0,637;564;144;562;6942,26;2323;2247;1166;4278;.;259;300;355;1215,54;1199,31;1605;27;2776;588;507;101;20,6;14,3;2,2;11,1
315733;MG;3,565;4;0,706;638;148;1212;5195,1;3854;4011;2113;5868;143;1347;.;446,25;.;1518,79;1558;297;3861;1235;1459;198;8,5;5,2;2,3;18,7
315737;MG;589,574;2;0,577;924;278;348;5288,02;2274;2123;1449;4228;.;136;188,67;340;745,53;1163,54;1893;.;2800;388;366;59;31;26,7;1,8;10,1
315740;MG;258,726;7;0,625;715;184;367;7380,34;2508;2484;1278;4055;3;695;300;355;1136,74;1321,62;1722;2;3179;693;300;163;21,4;15,5;2,2;14,6
315750;MG;131,965;5;0,607;821;219;385;4893,26;2265;2335;1296;3456;.;886;170;281,33;825,87;1174,13;1289;7;2752;515;393;97;27,8;19,8;1,7;17,7
315760;MG;2917,448;3;0,615;655;195;310;6492,98;2088;1880;1411;3481;.;391;192,67;255;761,23;1413,72;1711;.;2185;552;419;84;26,6;18,5;4,3;14,3
315765;MG;276,433;4;0,567;1084;362;307;4554,48;3056;2999;1991;4224;.;970;129,5;231,25;677,6;930,31;1945;.;3376;664;695;94;38,1;31,7;2,8;11,1
315770;MG;723,784;5;0,706;1569;494;3494;27898,86;5831;5506;2750;9707;160;1241;510;533,33;2149,03;2463,66;5575;59;5706;1752;1615;492;10,9;7,2;1,6;11
315780;MG;235,327;45;0,715;32138;8462;36346;10331,48;98485;104457;59826;105692;2948;68518;328,67;466,67;1231,44;1961,01;46537;677;89056;32447;42759;5943;7,8;4,8;2,5;18,3
315790;MG;255,73;12;0,61;2510;566;1047;9636,3;7583;7428;3625;10174;7;4295;226;295;1236,22;1786,09;5824;5;9388;1338;1322;352;14,8;12,1;2;9,3
315800;MG;597,437;6;0,648;1765;536;1707;8315,37;5236;5316;3256;9275;7;1159;255;373,33;1050,85;1657,98;3453;26;6281;1065;1116;325;20,2;14;2,5;15,9
315810;MG;440,605;3;0,613;794;246;407;5056,94;2719;2565;1559;3759;.;1280;220;292,5;877,93;1140,26;2122;33;3208;635;541;104;32,7;28,3;3,6;13,3
315820;MG;624,047;9;0,64;2533;621;1085;5652,9;7154;7241;4416;12655;45;1440;202,5;346,88;939,55;1518,96;5394;67;8471;1593;1423;481;29,4;24,1;2,1;18,4
315830;MG;172,444;4;0,698;1207;253;994;15151,52;3625;3606;1922;6350;43;703;417;510;1458,25;1950,23;3441;58;3832;864;1167;312;14,3;9;2,1;12,7
315840;MG;161,486;2;0,694;408;112;450;6118,48;1818;1804;901;2935;36;551;408;380;1183,06;1349,89;1243;38;1879;562;606;143;15,1;11,3;2,3;11,6
315850;MG;1255,832;6;0,628;1176;355;492;9143,07;4129;3880;2056;7327;21;612;340;345;1055,64;1421,77;3464;.;5107;893;774;152;21,4;17,8;3,3;14
315860;MG;182,655;5;0,651;573;78;720;6034,73;1947;1913;938;2732;34;902;400;510;1370,02;1782,78;1193;.;2097;491;626;126;14,2;9,5;2,5;12,6
315870;MG;203,074;1;0,667;376;105;242;7123,24;1171;1063;587;2132;.;91;278;300;1214,14;1643,63;859;.;1317;223;342;52;19,9;16,7;4;12,6
315880;MG;106,169;3;0,647;642;182;575;8678,67;2319;2288;1214;3723;4;723;340;434;1390,94;1436,79;1733;3;2751;445;587;228;24,4;15,3;2,6;14,5
315890;MG;347,362;4;0,621;1331;308;573;7084,96;4393;4189;2321;7062;.;1179;255;340;1241,46;1301,73;3866;43;5237;914;799;138;22;17,6;1,8;9,5
315895;MG;276,067;12;0,685;3836;1187;4956;8662;13663;13602;7133;12125;79;11619;360;440;1544,95;1735,15;5411;126;13314;4344;4224;724;15,5;9,3;2,1;11,2
315900;MG;677,207;3;0,665;653;164;689;6336,7;2018;2005;1087;3324;9;501;250;450;1030,05;1603,76;1587;10;2289;523;546;132;21,4;15,4;2,8;14,4
315910;MG;196,565;2;0,647;565;217;413;5714,91;1961;1861;1039;3398;17;273;262,5;366,67;1010;1326,01;1695;11;2277;439;491;79;12,7;11;3,7;14,3
315920;MG;503,011;7;0,69;1018;247;1009;13280,68;4603;4424;1891;8133;12;558;425;510;1375,91;1938,53;4756;65;5157;1457;955;439;9,4;8,4;2,4;10,4
315930;MG;420,94;6;0,682;636;202;687;9806,9;2536;2457;1192;4617;22;223;382,5;455;1331,05;1580,37;2292;16;2871;637;668;262;15,4;12,3;3,8;13,2
315935;MG;68,153;4;0,613;998;264;790;9039,86;3297;3250;1605;4392;26;1637;255;373,75;1092,21;1348,59;2234;30;4062;801;533;145;20,8;16,2;2,4;11,9
315940;MG;324,234;4;0,63;514;149;353;8248,17;1846;1737;942;3218;3;331;240;330,2;1332,32;1279,31;1308;.;2243;372;404;71;19,8;17,3;4;14,8
315950;MG;485,081;7;0,607;928;281;560;9625,12;2929;2768;1427;3841;59;1414;267,75;296;1148,83;1216,67;2449;3;3604;726;399;106;23,4;18,7;2,1;10
315960;MG;352,969;14;0,721;5363;1717;13591;21512,28;18863;18891;12055;29923;1130;4951;281;550,67;1262,6;2631,19;18686;97;17150;4984;6989;3176;11,8;8,6;2,3;13,7
315970;MG;284,334;3;0,705;511;109;305;10847,76;1691;1533;886;2239;3;822;510;510;2074,4;1659,23;1704;.;1750;419;366;194;17,9;12,5;2,2;10,9
315980;MG;3001,357;18;0,71;2343;746;5358;21728,4;9408;8730;4401;13271;501;2917;433,33;510;1738,15;2160,36;9065;57;9606;2404;2445;1116;17,2;12,2;2,6;11,1
315990;MG;488,885;11;0,672;2620;744;2281;7945,96;8587;8758;4750;14996;94;1924;306;366,25;1461,06;1498,24;7056;72;9306;2593;2169;632;16,7;12,6;2;14,6
316000;MG;202,033;3;0,671;511;137;429;8814,7;1808;1730;861;3000;79;336;375;503,33;1291,22;1469,42;1408;26;2161;398;405;146;18,6;13,6;2;11,2
316010;MG;130,213;3;0,633;591;176;386;7369,16;2033;2052;1209;3678;21;298;255;356,67;1165,76;1331,57;1455;7;2525;424;497;122;19,5;15,1;1,8;13,1
316020;MG;305,737;2;0,558;1027;188;269;5541,85;2068;2067;1406;3655;.;441;182,4;255;781,64;1120,25;1578;.;2612;411;268;73;31,8;23,1;2,8;18,6
316030;MG;503,376;7;0,574;2006;460;766;5049,24;6027;5748;3787;8192;.;2610;192;260;822,94;1119,27;4511;25;7639;1083;867;257;38,3;29,4;2,3;12,9
316040;MG;1125,78;21;0,724;3651;839;6085;10096,56;13197;12778;6038;21859;52;3321;510;540;1477,74;2601,89;12611;752;12403;5148;3624;1129;10,4;6,4;2,2;11,3
316045;MG;796,29;2;0,57;1400;434;281;4082,6;3526;3429;2038;6256;2;555;125;166,67;636;1083,13;1849;4;4222;713;596;138;36,7;31,4;2;11,7
316050;MG;107,269;2;0,669;317;111;199;7133,86;889;888;553;1637;.;102;255;340;957,52;1548,67;722;.;987;246;234;52;20,3;18,6;2,9;16
316060;MG;430,656;1;0,657;511;203;415;17543,8;1621;1617;903;2541;18;420;255;303,33;2159,48;1026,09;1196;3;1910;406;355;85;23,7;16,8;2,9;15
316070;MG;637,373;29;0,741;5958;2089;7907;11091,8;22496;23788;12006;35378;1054;8126;271,2;498,25;1088,34;1917,46;14342;171;19683;7179;11028;2644;10,2;7,3;2,7;17
316080;MG;80,403;3;0,672;925;253;309;9052,42;2385;2192;1577;3872;7;685;510;396,67;2632,14;1527,34;1566;9;2418;790;476;116;17,5;12,9;3,4;13,2
316090;MG;110,019;1;0,664;516;174;615;21738,01;1730;1783;802;3020;6;453;390;340;1595,34;1884,58;951;.;1960;441;464;227;8,2;4,8;2,2;15,5
316095;MG;60,865;2;0,638;1081;325;430;6822,74;2748;2660;1572;5032;.;335;242,5;255;1024,54;1337,84;1775;2;3155;799;462;113;16,1;12,8;1,9;10,3
316100;MG;743,768;21;0,69;2313;788;2040;7298,65;8440;8917;4475;14178;170;2449;340;510;1213,01;2057,03;6686;173;9761;2265;2499;654;12,7;8,9;2,2;14,7
316105;MG;162,56;7;0,62;580;153;326;7053,23;1734;1648;1009;1739;.;1187;245;277,5;918,33;1080,65;1261;.;2057;347;305;57;31,9;22,4;2,6;16,1
316110;MG;3308,1;21;0,638;10744;3157;4049;4880,25;27278;26550;18635;47794;17;4663;183,25;284;867,8;1550,26;19740;161;28325;7139;6384;1736;22,8;17,4;2,7;14
316120;MG;316,822;4;0,66;934;247;686;8945,98;3280;3203;1584;4247;6;513;425;440;1751,2;1531;2715;10;3899;631;913;210;17,8;13,3;2,5;13,1
316130;MG;1128,864;2;0,688;799;170;979;21963,46;2972;2804;1679;5036;143;422;490;510;1945,26;1937;2396;.;3133;785;723;202;15,2;10,6;1,4;11
316140;MG;164,613;3;0,663;692;200;418;6890,66;2655;2523;1314;4391;12;606;285;392,5;1416,55;1525,25;2181;17;3093;574;626;216;20,7;15,3;3,3;10,9
316150;MG;185,578;3;0,651;1164;232;1975;7372,37;5218;5045;2588;8478;94;1372;382,5;458;1204,89;1632,91;3997;42;5952;1298;1168;424;17,7;10,4;2,5;13,5
316160;MG;152,336;7;0,6;701;262;240;5997,83;2136;2253;1199;3781;.;573;255;340;1358,4;1472,48;1453;24;2670;584;332;93;27,6;21,4;1,2;16,1
316165;MG;280,954;6;0,63;551;165;269;7156,49;1760;1726;949;2125;.;856;278;330;1219,03;1294,39;1307;.;2179;370;275;96;23,6;21;2;13,3
316170;MG;2692,171;4;0,67;934;223;998;16452,3;3241;3023;1802;5126;6;931;388,5;469;1546,75;1600,28;2327;10;3463;728;749;255;14,7;11,8;3,7;13,6
316180;MG;265,73;8;0,689;1477;388;2497;9791,66;5227;5171;2701;8653;60;1304;510;502;1748,13;1751,83;4755;41;5859;1293;1347;419;10,7;6,6;2,6;14,9
316190;MG;363,812;8;0,667;1705;403;2233;144752,84;4872;4905;2955;8124;19;1268;315,5;425;1347,22;1874,05;3538;16;5386;1142;1441;265;15,1;11,8;2,3;17
316200;MG;516,683;18;0,715;3453;930;4524;14847,39;11924;11982;6260;20009;105;3335;308;482,5;1842,28;2260,3;10283;106;12136;3189;3481;1658;10,6;8;3;14,3
316210;MG;866,087;13;0,736;4943;1475;4659;13555,27;16096;15723;8615;24400;381;4465;510;512;1578,13;2583,9;15060;229;15577;5070;4768;1600;11,8;8;2;13,2
316220;MG;547,908;6;0,724;941;338;1070;52093,26;3558;3329;1761;5434;48;1106;500;510;2443,04;1955,2;2746;34;3732;1003;1014;277;13,7;9,8;2,1;11,6
316225;MG;998,015;6;0,634;701;271;421;7009,29;2438;2218;1468;4397;3;229;234;255;877,09;1025;2098;9;2696;567;535;127;26,9;15,5;1,8;15,6
316230;MG;120,536;1;0,653;356;105;325;10195,9;1400;1331;575;2167;5;504;400;510;1572,41;1644,65;1229;2;1618;462;284;65;13,3;10,8;3,2;8,2
316240;MG;1851,102;16;0,569;4776;1237;1516;4695,56;13123;12235;8594;22778;.;2028;193,33;283,33;883,91;1253,37;8915;12;16698;2489;1578;560;37,4;28,9;2,9;12,3
316245;MG;678,274;3;0,529;3012;568;454;3593,19;6048;5667;4405;10065;.;1334;128,8;306;738,93;1291,38;3411;46;6818;891;833;226;43,8;30,4;2,9;10,7
316250;MG;1464,327;39;0,758;11269;3818;22057;11705,69;40549;43920;23014;72048;1580;7271;287,5;510;1462,21;2424,38;34765;260;35181;13306;18466;7512;6;4;2,5;18
316255;MG;143,096;9;0,65;1714;374;708;9838,6;5214;5031;2991;5475;15;3719;242;430;1306,05;2074,26;4809;83;5947;992;1212;298;18,3;14,3;2;8,9
316257;MG;137,928;6;0,64;738;217;940;6396,35;2555;2633;1566;2678;.;1782;270;340;1310,57;1127,88;1874;12;3170;631;575;85;26,1;21,3;1,5;12,7
316260;MG;120,122;8;0,648;1217;351;723;6806,52;3907;3967;1998;4497;4;2460;305;340;1110,19;1315,83;2835;34;4795;950;844;243;20,8;16,5;1,7;15,1
316265;MG;415,922;3;0,625;666;200;326;5721,09;2092;1968;1477;3078;.;664;200;232,5;842,26;1782,16;1701;.;2400;408;330;120;38,5;22,3;2,3;13,4
316270;MG;1925,575;10;0,615;3392;956;2520;5364,76;11163;11156;6591;18735;7;2712;242;303,33;1049,9;1261,54;9886;40;13420;2357;2679;480;38,7;27,6;2,1;12,5
316280;MG;478,183;15;0,638;2676;1243;1393;5901,09;7614;7939;4676;13259;62;1822;250;340;839,73;1533,14;5602;38;9028;1822;1872;486;20,8;16,4;2,5;17
316290;MG;407,427;24;0,708;3617;988;7104;8356,07;12181;12876;6446;19043;500;4403;435;510;1387,64;1867,16;12175;60;12770;3691;4304;1280;8,8;5,3;2,9;17,2
316292;MG;71,557;5;0,662;4151;860;5919;14224,6;13741;11796;6870;15322;282;6731;345,83;425;1537,73;1798,39;7767;60;13559;3553;3828;536;14;8,7;2,1;15
316294;MG;314,253;4;0,739;978;347;1406;51310,17;3509;3269;1826;5552;48;856;443,33;510;1825,51;2548,22;2857;27;3242;1033;1210;304;9,6;6,6;2,1;8,4
316295;MG;47,93;7;0,729;3488;1101;4491;16062,1;9826;9973;6271;11523;335;5651;400;506;1650,29;2079,89;4856;61;8546;3354;4116;647;8,5;5,5;2,3;14,8
316300;MG;213,881;7;0,583;964;169;338;5247,49;2027;2048;1244;2914;.;988;200;266,67;888,48;1307,72;1609;.;2467;501;269;76;26,5;23,7;2,3;15,7
316310;MG;205,501;2;0,704;582;165;783;15061,61;2133;2065;1280;3591;17;534;454,29;486,67;1982,8;1702,9;1961;8;2193;667;486;156;12,5;7,2;3,8;12,3
316320;MG;88,794;3;0,717;619;188;354;6867,01;1976;2020;993;3263;3;583;428;450;1645,14;1726,37;1340;7;2147;512;719;105;11,3;9,5;2,5;13,7
316330;MG;328,704;7;0,658;675;199;312;7125,94;1890;1944;1182;2472;3;912;252,5;255;1334,18;1344,82;1446;.;2048;532;507;129;27,7;20,9;1,4;16,1
316340;MG;184,511;3;0,666;748;276;626;6753,59;2732;2904;1679;4599;7;783;293;340;1100,21;1804,09;2028;12;3187;719;775;195;17,8;12,3;2,4;15,9
316350;MG;345,146;4;0,566;1153;258;359;5912,56;3331;3222;1798;5551;6;921;211,33;375;898,5;1404,94;2557;2;4208;653;447;187;24,4;20;2,7;15
316360;MG;54,701;1;0,657;483;129;215;7383,71;1291;1301;699;1773;.;518;212,5;340;1078,56;1322,05;936;.;1469;340;324;67;25;16,4;2,1;11,2
316370;MG;58,019;23;0,759;5691;1861;12114;10582,87;19758;21899;12147;28777;988;8523;.;554;.;2483,61;18111;390;16733;6955;8640;3887;6,4;4,3;2,4;17,9
316380;MG;152,111;4;0,644;847;231;469;7017,19;3436;3324;1835;6056;42;522;253,33;342;969,49;1455,55;2714;35;4186;709;731;248;19,3;16,9;1,5;12,5
316390;MG;260,827;5;0,674;564;148;472;13903,11;2647;2393;1098;4301;19;605;452,5;510;1606,44;1581,62;2780;11;3016;647;625;192;16,9;12,7;2,6;10,1
316400;MG;402,758;8;0,659;1309;372;1211;9565,66;4127;4229;2222;6909;31;1139;323,33;375;1368,33;1342,14;3111;79;4674;913;1219;277;18,1;15,4;2,3;15,9
316410;MG;308,106;6;0,622;908;244;408;6597,41;2746;2824;1603;4286;.;1108;276;330;1112,02;1332,02;1850;21;3483;538;591;153;26,2;19,2;1,9;15,9
316420;MG;2434,004;7;0,64;1646;551;669;5709,21;5239;5037;3528;8931;8;1109;170;261,33;973,92;1488,81;4316;36;5102;1425;1523;353;22,5;14,6;2,6;14,5
316430;MG;2098,867;6;0,672;860;301;964;15691,59;3483;3203;1592;5421;361;660;425;510;1870,09;1784,51;3609;3;4167;803;612;249;11,9;9,9;2,3;12,4
316440;MG;167,157;2;0,692;677;209;921;12081,81;2579;2369;1234;3270;18;1326;503,33;500;1981,3;1762,56;2118;45;2647;754;649;136;18,6;14,4;2,7;9,6
316443;MG;73,629;5;0,66;458;163;395;10182,13;1459;1339;741;2163;2;577;262,5;460;986,38;1459,14;1100;24;1653;338;348;106;16,9;12,3;1;6,6
316447;MG;80,618;5;0,607;1185;264;469;6522,05;2923;2816;1687;4525;.;1013;240;291,67;1014,35;1143,65;2329;24;3499;603;483;105;24,9;18,1;1,2;11,5
316450;MG;517,83;4;0,581;1811;499;700;4674,14;5371;5276;3581;8500;10;1731;183,5;277,5;891,08;1229,93;3727;.;6767;1002;750;167;32,5;25;1,7;12,8
316460;MG;408,09;11;0,626;877;158;2580;33886,51;3030;2775;2251;5330;15;422;505;483,33;1575,22;1829,11;2868;6;3721;825;254;143;15,4;9,7;2;8,4
316470;MG;814,925;33;0,722;8950;2838;18169;17030,51;32182;32798;18193;46491;2492;11514;450;560;2228,35;2432,46;31500;701;31128;9830;10534;4694;8,9;6,4;2,3;15
316480;MG;128,002;1;0,632;238;105;246;7063,88;772;841;412;1409;2;175;370,8;436,4;1368,54;1688,51;696;4;1015;149;157;62;14,3;14;3,7;18,7
316490;MG;90,848;2;0,676;270;94;398;8265,64;1048;1062;473;1830;.;275;342;418,33;1185,59;1547,01;723;.;1181;277;283;126;8,9;10;2,7;14,9
316500;MG;572,4;7;0,662;1545;497;1789;7737,55;5300;5261;2928;9729;79;552;306;425;1508,51;1547;4209;92;6135;1353;1254;396;11,2;8,2;2,9;13
316510;MG;277,928;7;0,7;1072;336;999;14797,2;3558;3535;1883;6160;61;570;510;510;1900,19;1844,12;3411;14;3975;953;757;352;15,4;11,9;2;12,5
316520;MG;369,747;5;0,667;1077;266;2177;9555,61;3539;3116;2247;5496;41;617;350;436,67;1198,49;1440,02;3489;11;3542;1019;890;201;19,7;13;4,3;11,3
316530;MG;392,651;6;0,715;1090;398;1185;10953,29;3394;3614;2009;6090;43;505;255;488;1252,04;1870,07;3044;18;3336;1017;1195;486;12,2;7,1;3,4;17,6
316540;MG;285,075;3;0,68;959;351;1304;7676,11;3204;3037;1769;5168;26;849;400;450;1459,31;1642,33;2638;6;3456;830;753;226;16,5;10,4;1,9;12,4
316550;MG;141,904;3;0,636;1056;432;495;6430,72;2814;2780;1717;4711;.;748;215;337;1006,38;1613,18;1997;35;3234;696;582;141;23,2;17,9;1,7;16,8
316553;MG;62,134;9;0,734;4698;981;6166;12834,83;12871;12943;7755;13003;199;10470;510;500;1826,76;2299,25;6735;229;10861;4310;5465;723;8,9;5,9;1,8;12,2
316555;MG;534,655;4;0,542;2473;624;375;3852,92;5350;5535;3628;8816;.;1306;142,5;318;787,77;1513,99;3422;8;6524;914;600;239;46,1;32,3;2,8;17,3
316556;MG;176,634;4;0,654;336;148;230;6442,22;1404;1443;668;2522;3;301;373,33;350;1296,5;1107,49;1421;8;1719;371;362;79;22,3;15,6;2,7;13,1
316557;MG;151,097;2;0,661;957;241;399;10968,76;2776;2443;1486;4543;3;502;215,5;416,8;960,37;1505,46;2515;28;2908;803;538;125;16,8;12,8;2,9;9,8
316560;MG;98,336;2;0,674;333;89;396;8027,29;985;1003;602;1538;11;378;330;382,5;3376,07;1397,24;789;8;1148;242;212;74;16,5;11,9;2,7;15,2
316570;MG;166,495;7;0,644;1057;236;778;6241,89;3653;3577;1725;7007;.;183;261,67;455;1119,64;1490,72;2560;7;4350;818;792;330;16,4;10;2,1;12,1
316580;MG;93,892;2;0,684;213;93;293;11578,08;1004;864;398;1634;3;219;400;510;1376,45;1651,4;907;6;1166;199;253;82;13,4;12;4,4;7,4
316590;MG;952,055;1;0,62;832;299;419;6749,85;2317;2257;1494;4166;.;317;219,2;340;760,71;1226,31;2043;3;2649;609;509;103;28,6;24,2;3,4;15,1
316600;MG;170,749;3;0,631;854;278;456;6370,38;2848;2835;1467;5322;.;319;230,4;340;1070,38;1276,47;2004;4;3437;661;641;139;19,2;12,8;2,3;12
316610;MG;381,328;1;0,565;566;108;232;5810,01;1765;1732;958;3046;.;385;272;283;1015,51;1303,25;1380;7;2421;263;173;62;26,1;18,8;3,7;17,3
316620;MG;237,815;4;0,626;1285;461;594;5332,93;5152;5044;2416;9916;5;236;212;362,5;878,57;1253,84;4628;27;6324;1122;1106;261;18,9;13,8;2,1;12,7
316630;MG;166,012;8;0,56;1159;249;571;5698,52;3647;3481;1780;5393;2;1439;210;346;890,24;1373,68;3254;38;4783;505;524;179;24,7;17,8;1,9;10,5
316640;MG;114,769;1;0,66;232;108;314;8870,04;918;871;432;1545;7;173;400;470;1227,33;1537,83;791;.;967;234;294;76;13,9;9,1;6,1;13,8
316650;MG;218,595;3;0,557;964;314;165;4599,29;2121;2099;1309;3511;.;596;127,5;300;801,86;1063,35;1237;5;2586;415;267;131;34,7;26,6;3,8;19
316660;MG;335,659;1;0,677;106;0;239;13768,82;430;385;248;695;1;75;293,5;510;1187,44;1512,27;382;.;471;90;93;53;18,7;13,5;2,6;11,5
316670;MG;213,552;6;0,651;1408;321;641;10586,04;4172;4240;2522;5866;132;1716;265;318,75;2586,29;1262,94;2801;89;4384;1364;1016;201;26;19,7;3,9;17,3
316680;MG;1295,272;5;0,696;1590;433;1166;22166,63;5422;5127;2910;8926;5;1303;510;510;3668,48;1846,45;5391;41;5685;1488;1298;378;13,7;9;2;11,5
316690;MG;209,27;4;0,677;1164;315;926;14937,5;3803;3739;1919;5555;26;1638;330;403,33;1724,06;1576,24;3047;8;3987;1139;898;278;14,9;13,6;2,6;11,4
316695;MG;551,954;3;0,633;715;216;255;4781,58;2231;2194;1317;4115;15;254;255;280;1239,34;1236;1523;8;2623;525;491;71;28,3;23,2;2,6;12
316700;MG;213,173;2;0,643;301;86;201;8637,71;999;996;517;1811;5;140;200;377,5;1067,74;1444,12;744;4;1223;263;175;70;19,4;16,8;3,8;14,2
316710;MG;1217,813;14;0,656;3997;1103;2017;6118,31;10374;10461;7527;18177;66;2135;200;318,33;885,6;2158,43;8605;30;11979;2377;1990;789;26,9;18,7;2,7;18,6
316720;MG;537,639;72;0,76;29635;9630;65737;26785,01;103991;110161;64316;158889;5621;36291;400;524;1707,62;2785,59;100273;1256;85119;35210;48494;15891;6,3;4;2,6;18,4
316730;MG;157,456;3;0,652;347;73;263;7430,61;1148;1044;551;1910;.;99;370;407;1220,4;1381,92;822;.;1296;289;266;59;16,2;11,3;4;12,3
316740;MG;312,166;4;0,699;749;194;1063;12097,57;3128;2899;1493;5062;53;726;510;510;1729,83;2117,36;2908;31;3377;783;719;353;15,3;11,8;2,7;9,8
316750;MG;135,689;4;0,638;448;75;584;9848,98;1248;1289;670;1804;22;620;300;370;1112,71;1774,92;787;14;1474;323;326;69;12,3;10,9;1,2;14,4
316760;MG;486,543;11;0,632;2937;627;946;6869,24;9466;8832;5112;14789;58;2591;247,5;442,5;1128,57;1653;9040;121;10826;2355;1711;344;20,7;17;2;9,9
316770;MG;206,787;7;0,631;870;213;528;6148,98;2857;2973;1714;3867;23;1363;255;310;1010,63;1218,5;2108;6;3550;755;551;123;23,3;19,8;2,4;16,6
316780;MG;196,866;5;0,697;697;232;568;6927,07;2839;2837;1320;4386;61;1006;340;510;1416,2;1678,02;1750;82;2905;826;901;234;11,2;8,9;2,4;14,3
316790;MG;211,084;5;0,681;550;164;608;7435,44;2047;2032;1017;3754;8;295;340;510;1164,43;1696,84;1574;6;2389;538;534;134;18,3;12,8;3,3;14
316800;MG;1194,527;19;0,67;5108;1734;5416;6578,76;15117;15800;9462;25835;148;3860;230,67;332,5;934,48;1605,72;12869;396;16496;4139;4206;1102;26,8;17,7;2;14,5
316805;MG;193,082;3;0,645;398;90;360;6985,54;1616;1521;650;1939;11;873;340;333,33;920,29;1089,46;1206;.;1827;439;397;56;22,6;18,5;1,7;9,2
316810;MG;1179,248;3;0,712;582;128;2349;82790,99;2214;1898;1114;3039;77;804;630;510;4851,17;2219,05;2226;.;2181;603;623;174;11,8;6,7;2,6;9,3
316820;MG;407,92;3;0,667;247;89;167;16872,13;1002;871;449;1534;5;193;510;453,33;1864,5;1186,49;837;8;1133;225;194;71;16,1;12,8;2,3;9
316830;MG;329,241;3;0,651;584;179;526;9922,15;2027;1767;1052;3026;32;584;381,25;478,33;1278,27;1630,6;1737;.;2251;477;389;118;14,2;14,2;2,8;12,8
316840;MG;731,753;14;0,633;2139;572;1146;6172,59;7102;7191;4062;10487;20;3065;255;340;938,06;1357,43;5212;16;8786;1546;1382;462;22,3;18;2,7;14,6
316850;MG;166,735;5;0,675;1481;386;1300;6468,07;5543;5812;3181;9659;107;1194;255;490;1028,98;2129,65;3820;63;6322;1689;1486;481;14,6;10,2;2,6;14,3
